Grand Theft Auto: San Andreas,1072
Wii Sports,846
Grand Theft Auto V,803
Gran Turismo 4,753
Call of Duty: Black Ops II,388
FIFA Soccer 08,353
Pro Evolution Soccer 2008,351
Call of Duty: Black Ops 3,342
Call of Duty: Modern Warfare 3,335
Mario Kart Wii,331
